approach,scenario,edge_servers,functions,round,user_type,latency_mean,latency_std,utilisation_mean,utilisation_std,mec_systems,prediction,iterations,ants
bestfit,2,200,1,4,genericUser,59.262491818181815,8.927669130142213,0.017391112770697423,0.009258199144095845,5,NONE,,
bestfit,2,200,1,4,operaUser,46.21103225806451,15.550017603205202,0.029715666566356602,0.01065575769122547,5,NONE,,
bestfit,2,200,1,5,Aggregate,56.33818870843,12.05859506337459,0.018296942528684513,0.00723593610234971,5,NONE,,
bestfit,2,200,1,5,ambulanceUser,46.56320000000001,15.72299744078962,0.022187970552548487,0.006834445445370545,5,NONE,,
bestfit,2,200,1,5,genericUser,59.258286363636365,8.927253030695567,0.017578953588032714,0.007140222419443892,5,NONE,,
bestfit,2,200,1,5,operaUser,37.8995751633987,12.932853289960505,0.02244169229183756,0.006280055614052463,5,NONE,,
bestfit,2,300,1,1,Aggregate,56.94162442040185,11.539774885965889,0.018257540567998193,0.006831207262846608,5,NONE,,
bestfit,2,300,1,1,ambulanceUser,45.74123684210526,15.70733105554014,0.021266336583787907,0.0059460690644143254,5,NONE,,
bestfit,2,300,1,1,genericUser,59.258811818181826,8.926433917738835,0.01773444542896393,0.006901647653202848,5,NONE,,
bestfit,2,300,1,1,operaUser,43.33078205128204,15.221529832527166,0.02121312008298333,0.005491388429372783,5,NONE,,
bestfit,2,300,1,2,Aggregate,57.302292890262756,11.204876498320269,0.0246578128390227,0.010931610509794644,5,NONE,,
bestfit,2,300,1,2,ambulanceUser,47.972954545454556,15.636969558537551,0.030036352433622696,0.012427463858607256,5,NONE,,
bestfit,2,300,1,2,genericUser,59.25970454545455,8.927111898125485,0.023143592710504292,0.010164691023343794,5,NONE,,
bestfit,2,300,1,2,operaUser,45.68454666666666,15.532617232837309,0.03418438883374173,0.010654603097583318,5,NONE,,
bestfit,2,300,1,3,Aggregate,56.887297609868924,11.596101533180947,0.02890422912797818,0.010603541387822038,5,NONE,,
bestfit,2,300,1,3,ambulanceUser,47.64641860465117,15.667394137465658,0.03277943580022819,0.009472237247664068,5,NONE,,
bestfit,2,300,1,3,genericUser,59.26487181818182,8.92866420424581,0.028177725946398693,0.01063130755572488,5,NONE,,
bestfit,2,300,1,3,operaUser,42.48487012987013,15.01964382130852,0.03301149934116445,0.009534627617593794,5,NONE,,
bestfit,2,300,1,4,Aggregate,56.3928999230177,12.019096601185172,0.013884884971252662,0.005645141393342023,5,NONE,,
bestfit,2,300,1,4,ambulanceUser,47.64827906976745,15.66867024218587,0.01689820987033668,0.0063124370328967025,5,NONE,,
bestfit,2,300,1,4,genericUser,59.26356545454545,8.928421990043399,0.013288255549812236,0.005448399493962017,5,NONE,,
bestfit,2,300,1,4,operaUser,38.561403846153844,13.3518991626195,0.01726129133614917,0.005391928940235435,5,NONE,,
bestfit,2,300,1,5,Aggregate,57.22811547344111,11.280023834129075,0.02098650425126447,0.0070658239332708015,5,NONE,,
bestfit,2,300,1,5,ambulanceUser,46.166230769230765,15.724576517536821,0.026727343770147984,0.007800201114787911,5,NONE,,
bestfit,2,300,1,5,genericUser,59.26375636363636,8.928245543278852,0.020110306341844037,0.0067459459750875,5,NONE,,
bestfit,2,300,1,5,operaUser,45.929418749999996,15.540333087528863,0.02561103524580207,0.006600479292197582,5,NONE,,
bestfit,2,100,3,1,Aggregate,118.52862914417886,11.92191461122712,0.07409720390370465,0.018683076464895684,5,NONE,,
bestfit,2,100,3,1,ambulanceUser,109.34047619047617,15.6912280189704,0.08509931708845328,0.018484746169816785,5,NONE,,
bestfit,2,100,3,1,genericUser,121.28512999999998,8.927463797450324,0.07147665945313213,0.017707461558819932,5,NONE,,
bestfit,2,100,3,1,operaUser,101.45605806451616,13.825522182777641,0.08971339836738439,0.016775068980584697,5,NONE,,
bestfit,2,100,3,2,Aggregate,119.3719332822086,11.167964802804544,0.0857536285120232,0.022627093189580613,5,NONE,,
bestfit,2,100,3,2,ambulanceUser,111.19654166666668,15.47421254444204,0.09678189444787709,0.023955407976391906,5,NONE,,
bestfit,2,100,3,2,genericUser,121.29043545454545,8.92777527575353,0.08214762897649726,0.020991035588601256,5,NONE,,
bestfit,2,100,3,2,operaUser,108.35953846153846,15.551992144306647,0.1077872357181613,0.019678677521582387,5,NONE,,
bestfit,2,100,3,3,Aggregate,119.31873168851196,11.213765541137168,0.06292922833546609,0.01773661958502571,5,NONE,,
bestfit,2,100,3,3,ambulanceUser,108.61660000000002,15.724117572240454,0.07401061393006454,0.0205272489868713,5,NONE,,
bestfit,2,100,3,3,genericUser,121.28560636363638,8.927476603113588,0.060947681979248526,0.01720429326131262,5,NONE,,
bestfit,2,100,3,3,operaUser,108.26473885350318,15.549030337953427,0.07398939118932216,0.015513714494683067,5,NONE,,
bestfit,2,100,3,4,Aggregate,118.63949845440494,11.831202730781099,0.07256631374896196,0.020042410811156836,5,NONE,,
bestfit,2,100,3,4,ambulanceUser,110.33544444444445,15.599288951679169,0.0879422706382674,0.020460583145365963,5,NONE,,
bestfit,2,100,3,4,genericUser,121.28830545454545,8.927805213809831,0.06928187606281017,0.018705760519907296,5,NONE,,
bestfit,2,100,3,4,operaUser,101.59248322147653,13.893150476289065,0.09217009492176885,0.01573913615018273,5,NONE,,
bestfit,2,100,3,5,Aggregate,119.35746543778802,11.173476199518335,0.09216316353057247,0.01853223256497621,5,NONE,,
bestfit,2,100,3,5,ambulanceUser,110.32979999999999,15.602298032370395,0.10133539237621363,0.022858132368835105,5,NONE,,
bestfit,2,100,3,5,genericUser,121.28227545454546,8.927316803183448,0.09003891255654249,0.017761914210923338,5,NONE,,
bestfit,2,100,3,5,operaUser,108.45908280254778,15.553247047400063,0.10441746781961135,0.016943697529445682,5,NONE,,
bestfit,2,200,3,1,Aggregate,118.37660617760616,12.048617358681135,0.0442725187477527,0.017507618213619874,5,NONE,,
bestfit,2,200,3,1,ambulanceUser,108.98853658536585,15.712540977030994,0.060742056326630135,0.016744281083247086,5,NONE,,
bestfit,2,200,3,1,genericUser,121.28566,8.927902877782824,0.04066977721842596,0.015458873390191676,5,NONE,,
bestfit,2,200,3,1,operaUser,100.09707142857143,13.034613691740304,0.06562163979661914,0.013331524577260934,5,NONE,,
bestfit,2,200,3,2,Aggregate,119.29736764705882,11.233545499521858,0.06552345336474785,0.012740453391636306,5,NONE,,
bestfit,2,200,3,2,ambulanceUser,107.3331081081081,15.683332135642507,0.06944418170740915,0.011575860146037254,5,NONE,,
bestfit,2,200,3,2,genericUser,121.2847881818182,8.927743508239066,0.0643061902920678,0.01260290679228489,5,NONE,,
bestfit,2,200,3,2,operaUser,108.04907741935484,15.544666904626343,0.07322617872777752,0.01104216456403026,5,NONE,,
bestfit,2,200,3,3,Aggregate,119.33411606456572,11.202393238997372,0.06182067801154309,0.01362306145421641,5,NONE,,
bestfit,2,200,3,3,ambulanceUser,110.00756818181817,15.634956318719487,0.07090453828057149,0.014248385248882738,5,NONE,,
bestfit,2,200,3,3,genericUser,121.28870636363635,8.928227668338476,0.059841222099298375,0.013010364542643748,5,NONE,,
bestfit,2,200,3,3,operaUser,108.25334394904459,15.549468848919078,0.07314368216206489,0.010871430363711292,5,NONE,,
bestfit,2,200,3,4,Aggregate,118.54050657385925,11.918590053490108,0.060003292965537434,0.014228452781640647,5,NONE,,
bestfit,2,200,3,4,ambulanceUser,108.98036585365855,15.709803112636546,0.06850222805821629,0.013583143191952226,5,NONE,,
bestfit,2,200,3,4,genericUser,121.2915009090909,8.928433014970764,0.05826326880158459,0.01384925713856521,5,NONE,,
bestfit,2,200,3,4,operaUser,101.21071710526316,13.697415396657124,0.07030309718624987,0.011786322198475098,5,NONE,,
bestfit,2,200,3,5,Aggregate,119.3624163454125,11.168324378653738,0.029655196085402298,0.00889243704448506,5,NONE,,
bestfit,2,200,3,5,ambulanceUser,109.67979069767443,15.66646975999583,0.03596496067961519,0.01026285601773935,5,NONE,,
bestfit,2,200,3,5,genericUser,121.28236181818181,8.927210390065607,0.028059139469403374,0.008115288317982857,5,NONE,,
bestfit,2,200,3,5,operaUser,108.35211038961037,15.551631511645619,0.039293783098698826,0.0066956055674157414,5,NONE,,
bestfit,2,300,3,1,Aggregate,118.52750115651503,11.921928549642637,0.036811938941638214,0.010576158002587694,5,NONE,,
bestfit,2,300,3,1,ambulanceUser,110.90778723404254,15.51070675363392,0.04028682077950959,0.011736888302596117,5,NONE,,
bestfit,2,300,3,1,genericUser,121.28352636363638,8.928314211178696,0.0356704010453602,0.01040673002396897,5,NONE,,
bestfit,2,300,3,1,operaUser,100.70416,13.41026469271172,0.04409442053847728,0.008047541203068907,5,NONE,,
bestfit,2,300,3,2,Aggregate,119.01038622291021,11.501321533412154,0.04172093036840652,0.011401563503921283,5,NONE,,
bestfit,2,300,3,2,ambulanceUser,108.20541025641026,15.721797787446755,0.04955911203736645,0.010996853930945304,5,NONE,,
bestfit,2,300,3,2,genericUser,121.28450727272725,8.927696573995249,0.040052757231948996,0.01077076180490378,5,NONE,,
bestfit,2,300,3,2,operaUser,105.41470588235295,15.231558807586909,0.05171636412666689,0.009931218698983587,5,NONE,,
bestfit,2,300,3,3,Aggregate,119.33257220077219,11.197938001391053,0.04791794957155005,0.012885894864621399,5,NONE,,
bestfit,2,300,3,3,ambulanceUser,109.34528571428572,15.694564614953856,0.058334835538572695,0.015453822605653696,5,NONE,,
bestfit,2,300,3,3,genericUser,121.28297636363637,8.927167842810414,0.046262744243163706,0.012135230266995397,5,NONE,,
bestfit,2,300,3,3,operaUser,108.05166666666666,15.54535537040261,0.056958581274883624,0.012341896588620394,5,NONE,,
bestfit,2,300,3,4,Aggregate,118.41336712749619,12.024933752025174,0.05022786694751042,0.012092802918768865,5,NONE,,
bestfit,2,300,3,4,ambulanceUser,110.63441304347826,15.558498363097026,0.05940630365833644,0.011182560272570804,5,NONE,,
bestfit,2,300,3,4,genericUser,121.2924118181818,8.928711699346737,0.04835335077759635,0.011320284792983863,5,NONE,,
bestfit,2,300,3,4,operaUser,100.40620512820514,13.230072129965981,0.06073914706422506,0.011017197461644826,5,NONE,,
bestfit,2,300,3,5,Aggregate,119.34379044684128,11.188524931148338,0.03677670867452414,0.011373518850681951,5,NONE,,
bestfit,2,300,3,5,ambulanceUser,109.34514285714286,15.69688245196483,0.046075234148926135,0.01043821919612587,5,NONE,,
bestfit,2,300,3,5,genericUser,121.28389818181819,8.928063542418766,0.03466127253799272,0.01020683330651329,5,NONE,,
bestfit,2,300,3,5,operaUser,108.3554871794872,15.550871533085992,0.04918979636849643,0.010230974284958687,5,NONE,,
bestfit,2,100,5,1,Aggregate,181.3947218798151,11.178142151485952,0.07783880596287449,0.021899904969941257,5,NONE,,
bestfit,2,100,5,1,ambulanceUser,172.10672727272728,15.629745413516243,0.09888789128587158,0.02289683324843508,5,NONE,,
bestfit,2,100,5,1,genericUser,183.32500636363636,8.92741413196856,0.07331744344604431,0.019234128519903634,5,NONE,,
bestfit,2,100,5,1,operaUser,170.26068831168828,15.54725777578348,0.10412022813366234,0.017069030845445355,5,NONE,,
bestfit,2,100,5,2,Aggregate,181.40141846153847,11.168665374044485,0.09230582027365256,0.025570087942818887,5,NONE,,
bestfit,2,100,5,2,ambulanceUser,172.12181818181818,15.628671041528545,0.11716513112937235,0.024993806298205426,5,NONE,,
bestfit,2,100,5,2,genericUser,183.32150636363636,8.92735436055612,0.08735877524915209,0.023028467468046487,5,NONE,,
bestfit,2,100,5,2,operaUser,170.47966025641023,15.55275002153049,0.12017722956402976,0.020376539515228675,5,NONE,,
bestfit,2,100,5,3,Aggregate,181.39083898305083,11.17753801285396,0.09073399489863379,0.022012878431843005,5,NONE,,
bestfit,2,100,5,3,ambulanceUser,171.44161904761904,15.694504991381741,0.11544928757913661,0.025883145412351836,5,NONE,,
bestfit,2,100,5,3,genericUser,183.3204127272727,8.926514802294312,0.08668603777644168,0.019953053117165345,5,NONE,,
bestfit,2,100,5,3,operaUser,170.46350641025643,15.552827931423746,0.11262316503857105,0.017048667849901902,5,NONE,,
bestfit,2,100,5,4,Aggregate,180.62134600465478,11.878670752031002,0.09000295063562008,0.02477013019884785,5,NONE,,
bestfit,2,100,5,4,ambulanceUser,171.4457142857143,15.695851655283603,0.11157654457250074,0.02855859326966951,5,NONE,,
bestfit,2,100,5,4,genericUser,183.33115454545455,8.9278666047708,0.08547929402809927,0.021973862200781912,5,NONE,,
bestfit,2,100,5,4,operaUser,162.9654761904762,13.498907033551147,0.11768955827455813,0.02211926614227849,5,NONE,,
bestfit,2,100,5,5,Aggregate,180.80269165378672,11.715850513159076,0.08170446459377259,0.019035700408150294,5,NONE,,
bestfit,2,100,5,5,ambulanceUser,170.7055,15.726617169300699,0.09912310186107418,0.02034819057703601,5,NONE,,
bestfit,2,100,5,5,genericUser,183.32225545454546,8.92719502277843,0.07862077145723496,0.017679487305920817,5,NONE,,
bestfit,2,100,5,5,operaUser,165.42845454545457,14.638708671972674,0.09920652277233973,0.015986653155946016,5,NONE,,
bestfit,2,200,5,1,Aggregate,181.40004364471667,11.17720124107705,0.056595440707032894,0.01232349176377537,5,NONE,,
bestfit,2,200,5,1,ambulanceUser,173.2804583333333,15.467090009433873,0.06303179074399942,0.014082285293907107,5,NONE,,
bestfit,2,200,5,1,genericUser,183.32782,8.928559603417247,0.05459084298458718,0.011425434012132253,5,NONE,,
bestfit,2,200,5,1,operaUser,170.44552531645567,15.550510372233276,0.06859615395333594,0.010170592586126868,5,NONE,,
bestfit,2,200,5,2,Aggregate,180.59907187017004,11.908688804385125,0.06967039301973911,0.015201694144253486,5,NONE,,
bestfit,2,200,5,2,ambulanceUser,171.066,15.713810316088201,0.08414799123853038,0.015773053441340765,5,NONE,,
bestfit,2,200,5,2,genericUser,183.34034545454546,8.929630932275366,0.066811517288243,0.013578598973617202,5,NONE,,
bestfit,2,200,5,2,operaUser,163.44518300653593,13.776077468338245,0.08634478372349921,0.013102434579636571,5,NONE,,
bestfit,2,200,5,3,Aggregate,181.3960954968944,11.170356847358205,0.05631326467527038,0.012665016769549517,5,NONE,,
bestfit,2,200,5,3,ambulanceUser,169.42672972972977,15.68897590958669,0.06712155145471979,0.010159220224133151,5,NONE,,
bestfit,2,200,5,3,genericUser,183.31771909090907,8.927565597921179,0.054200187896734274,0.01169744014367978,5,NONE,,
bestfit,2,200,5,3,operaUser,170.33040397350996,15.552528512615478,0.0690581510696419,0.011131101470759379,5,NONE,,
bestfit,2,200,5,4,Aggregate,181.28625595695618,11.283322428180531,0.08134530524031507,0.01690967708938625,5,NONE,,
bestfit,2,200,5,4,ambulanceUser,172.10074999999998,15.634110269305085,0.09006864420059846,0.015998330415010982,5,NONE,,
bestfit,2,200,5,4,genericUser,183.32646727272729,8.92786869319501,0.07852132518071764,0.015455129783486735,5,NONE,,
bestfit,2,200,5,4,operaUser,169.5660636942675,15.513051990915265,0.09868639537601387,0.01578536812812779,5,NONE,,
bestfit,2,200,5,5,Aggregate,181.1799307159353,11.38178768971228,0.058488494960186946,0.012406284739500503,5,NONE,,
bestfit,2,200,5,5,ambulanceUser,170.68744999999998,15.722046459326814,0.06962436040683766,0.011843570191852016,5,NONE,,
bestfit,2,200,5,5,genericUser,183.32526454545453,8.927591979443621,0.05653808740439964,0.01172905284751462,5,NONE,,
bestfit,2,200,5,5,operaUser,168.97761635220124,15.46250792159217,0.06918040498219956,0.01000029537634518,5,NONE,,
bestfit,2,300,5,1,Aggregate,180.57934668721109,11.907348207724851,0.056487514856573454,0.012568763162821146,5,NONE,,
bestfit,2,300,5,1,ambulanceUser,172.9995744680851,15.508730580105208,0.06112327828427627,0.014827446490479604,5,NONE,,
bestfit,2,300,5,1,genericUser,183.3227490909091,8.929002635172438,0.05441205633558775,0.011510196180549655,5,NONE,,
bestfit,2,300,5,1,operaUser,162.95356291390726,13.495917556345775,0.0701638293730121,0.010062003067146472,5,NONE,,
bestfit,2,300,5,2,Aggregate,181.39334464148035,11.18462483631545,0.06885382275538394,0.014882705460135606,5,NONE,,
bestfit,2,300,5,2,ambulanceUser,171.08241463414637,15.712027286406439,0.08251519337956209,0.014177405410270941,5,NONE,,
bestfit,2,300,5,2,genericUser,183.32884454545453,8.929273349289435,0.06602217686026565,0.01342809501919144,5,NONE,,
bestfit,2,300,5,2,operaUser,170.4555128205128,15.550367758533591,0.08523006819794048,0.012060164776778803,5,NONE,,
bestfit,2,300,5,3,Aggregate,180.22977923076925,12.190281180037442,0.05315595049495145,0.015029384994460108,5,NONE,,
bestfit,2,300,5,3,ambulanceUser,171.77641860465118,15.665233284832272,0.06563280238656512,0.01589545343358685,5,NONE,,
bestfit,2,300,5,3,genericUser,183.32184818181818,8.929051967731194,0.05031796365379183,0.013586552984428256,5,NONE,,
bestfit,2,300,5,3,operaUser,160.8808535031847,12.073462467177748,0.06962270778116912,0.011825485455986502,5,NONE,,
bestfit,2,300,5,4,Aggregate,180.6084876733436,11.890122616039042,0.04865430617865425,0.011402564697118143,5,NONE,,
bestfit,2,300,5,4,ambulanceUser,171.42204761904762,15.691474231526264,0.057532548991689525,0.010939065520272736,5,NONE,,
bestfit,2,300,5,4,genericUser,183.32976454545454,8.928807636767207,0.0468583659192031,0.010783035618838385,5,NONE,,
bestfit,2,300,5,4,operaUser,163.89326923076925,13.998980223848173,0.05892769135332598,0.00902315141089326,5,NONE,,
bestfit,2,300,5,5,Aggregate,180.8654133949192,11.65741181941481,0.049462477776485346,0.012130908614906226,5,NONE,,
bestfit,2,300,5,5,ambulanceUser,171.77706976744187,15.670321826997787,0.057743157794053285,0.011902499703749108,5,NONE,,
bestfit,2,300,5,5,genericUser,183.31769090909094,8.927169827301705,0.0474706816566488,0.011444623181103364,5,NONE,,
bestfit,2,300,5,5,operaUser,166.07883333333334,14.85834388584769,0.061224698873054526,0.008879400421220231,5,NONE,,
closestfit,2,100,1,1,Aggregate,57.337411719352346,11.171479981633935,0.04451242949983535,0.023344644836921665,5,NONE,,
closestfit,2,100,1,1,ambulanceUser,47.305285714285716,15.696249636396702,0.047216578494188824,0.01863984599371037,5,NONE,,
closestfit,2,100,1,1,genericUser,59.259809999999995,8.927892702668641,0.040783665415693414,0.02203478153581462,5,NONE,,
closestfit,2,100,1,1,operaUser,46.41296774193548,15.553291699211806,0.07024188907914686,0.016162306121360357,5,NONE,,
closestfit,2,100,1,2,Aggregate,57.34347739463601,11.166276214277765,0.03797220917286299,0.01947540462737631,5,NONE,,
closestfit,2,100,1,2,ambulanceUser,48.879808510638284,15.518153310177947,0.050399535464839045,0.024121031767495874,5,NONE,,
closestfit,2,100,1,2,genericUser,59.26115818181818,8.927290977297428,0.0366376055989612,0.01940108100793056,5,NONE,,
closestfit,2,100,1,2,operaUser,46.51020886075949,15.551729194638147,0.043567016739755965,0.01596228279292847,5,NONE,,
closestfit,2,100,1,3,Aggregate,57.29086517719569,11.21310269707485,0.040513910730544465,0.022088807162286107,5,NONE,,
closestfit,2,100,1,3,ambulanceUser,47.30040476190476,15.694387692015699,0.04378641233114147,0.020068706946997014,5,NONE,,
closestfit,2,100,1,3,genericUser,59.25734818181818,8.926764218963685,0.037600828366557815,0.021116420298107137,5,NONE,,
closestfit,2,100,1,3,operaUser,46.114378205128205,15.547896573156974,0.06017381799439218,0.019039089150357763,5,NONE,,
closestfit,2,100,1,4,Aggregate,56.51492076923077,11.915405543313078,0.03632727314699094,0.018892303239406095,5,NONE,,
closestfit,2,100,1,4,ambulanceUser,47.650813953488374,15.673565966538046,0.04639139069818598,0.023172249462684116,5,NONE,,
closestfit,2,100,1,4,genericUser,59.26143636363636,8.927678667183411,0.03545800730649709,0.018870755954572303,5,NONE,,
closestfit,2,100,1,4,operaUser,39.699566878980896,13.970467046261941,0.03966125639439122,0.016562703515214255,5,NONE,,
closestfit,2,100,1,5,Aggregate,56.98744307692307,11.496421599998731,0.04105968814618761,0.019018514293811746,5,NONE,,
closestfit,2,100,1,5,ambulanceUser,46.565825000000004,15.724080658605557,0.05138958764859417,0.02223258568139176,5,NONE,,
closestfit,2,100,1,5,genericUser,59.25652181818182,8.926863503059364,0.03961223724498646,0.018669926650368523,5,NONE,,
closestfit,2,100,1,5,operaUser,43.99293125,15.34508127126275,0.04842843821634384,0.01812626141259598,5,NONE,,
closestfit,2,200,1,1,Aggregate,57.3194560862866,11.191742032862628,0.026569001371309298,0.013521913477096439,5,NONE,,
closestfit,2,200,1,1,ambulanceUser,47.64504651162791,15.666899883198528,0.03646894958967842,0.01599292722087245,5,NONE,,
closestfit,2,200,1,1,genericUser,59.26299454545454,8.928034019843274,0.025561548282544033,0.01349791451620262,5,NONE,,
closestfit,2,200,1,1,operaUser,46.210470967741934,15.550026127388447,0.030972231205192623,0.010762139460223382,5,NONE,,
closestfit,2,200,1,2,Aggregate,56.44148068006182,11.976842053603528,0.029300333501030378,0.015251747241764452,5,NONE,,
closestfit,2,200,1,2,ambulanceUser,47.649790697674426,15.672977825905962,0.03238985877670719,0.01239437766239757,5,NONE,,
closestfit,2,200,1,2,genericUser,59.26160545454545,8.927121120305443,0.027857723494286644,0.014823918258067793,5,NONE,,
closestfit,2,200,1,2,operaUser,38.40111920529802,13.256001413662746,0.038929614431917905,0.015516794844198028,5,NONE,,
closestfit,2,200,1,3,Aggregate,56.743794298921415,11.717699243213925,0.027467033061686182,0.013745495172863848,5,NONE,,
closestfit,2,200,1,3,ambulanceUser,47.97365909090909,15.63466746947559,0.033900062047408634,0.014043799265335522,5,NONE,,
closestfit,2,200,1,3,genericUser,59.26000727272727,8.927517116391284,0.02657891257390964,0.013503880286418633,5,NONE,,
closestfit,2,200,1,3,operaUser,41.2765974025974,14.639714452427706,0.03197274254988365,0.014084188443785867,5,NONE,,
closestfit,2,200,1,4,Aggregate,57.34437057010785,11.16887988158939,0.03003656662893993,0.015781444312688624,5,NONE,,
closestfit,2,200,1,4,ambulanceUser,47.63679069767442,15.665012695202764,0.033533633962381425,0.01382445043019432,5,NONE,,
closestfit,2,200,1,4,genericUser,59.26466,8.927814217761297,0.027927041459772286,0.014862669198376656,5,NONE,,
closestfit,2,200,1,4,operaUser,46.40958064516129,15.5521370414733,0.04403723624665876,0.015379265791123564,5,NONE,,
closestfit,2,200,1,5,Aggregate,57.333024577572964,11.17713679513388,0.024683373580940207,0.012317986806492355,5,NONE,,
closestfit,2,200,1,5,ambulanceUser,48.291288888888886,15.605525541851312,0.034332419980056775,0.015104573582391919,5,NONE,,
closestfit,2,200,1,5,genericUser,59.26157272727272,8.9275552523412,0.024178744142937407,0.012299695821920127,5,NONE,,
closestfit,2,200,1,5,operaUser,46.41248407643312,15.552040134371147,0.025453343605416862,0.01029796105136154,5,NONE,,
closestfit,2,300,1,1,Aggregate,56.142899380804955,12.216909404766632,0.0214578994537218,0.011090615488049523,5,NONE,,
closestfit,2,300,1,1,ambulanceUser,45.30062162162163,15.683168954773267,0.02647556182065614,0.010412438398531586,5,NONE,,
closestfit,2,300,1,1,genericUser,59.26005818181819,8.92779801761787,0.02050834269184409,0.010768537919477926,5,NONE,,
closestfit,2,300,1,1,operaUser,36.60928387096774,11.967053211557332,0.026998924811714755,0.01161287470678497,5,NONE,,
closestfit,2,300,1,2,Aggregate,56.18095830115829,12.186508205299297,0.023160169302265266,0.012077883294739689,5,NONE,,
closestfit,2,300,1,2,ambulanceUser,46.945878048780486,15.709866530615596,0.02830593216747253,0.012631006748373594,5,NONE,,
closestfit,2,300,1,2,genericUser,59.26007727272728,8.927130112317684,0.021984698382869605,0.011862991100762024,5,NONE,,
closestfit,2,300,1,2,operaUser,36.645941558441564,11.997566685337127,0.030186414327341458,0.010697805986862426,5,NONE,,
closestfit,2,300,1,3,Aggregate,57.29894461538461,11.205982319682965,0.02017891561309134,0.009810185628321031,5,NONE,,
closestfit,2,300,1,3,ambulanceUser,47.96779545454546,15.633321569096234,0.023430404604347647,0.010027677335951734,5,NONE,,
closestfit,2,300,1,3,genericUser,59.25843454545454,8.92657948975847,0.019738246446037576,0.00982189074324604,5,NONE,,
closestfit,2,300,1,3,operaUser,46.113891025641024,15.547600961116558,0.02236911156273149,0.009243814946560793,5,NONE,,
closestfit,2,300,1,4,Aggregate,56.50305030959752,11.923566696336739,0.021096801908218478,0.010727861175327187,5,NONE,,
closestfit,2,300,1,4,ambulanceUser,47.304119047619054,15.693823829778266,0.024300724603159886,0.010277077106014504,5,NONE,,
closestfit,2,300,1,4,genericUser,59.259676363636366,8.927118076040658,0.020304969617468437,0.010460345935301655,5,NONE,,
closestfit,2,300,1,4,operaUser,38.86349333333334,13.529998791026928,0.02600647368580188,0.011369069754940364,5,NONE,,
closestfit,2,300,1,5,Aggregate,56.850475019215985,11.622084718872287,0.02346618734090546,0.012766820734244741,5,NONE,,
closestfit,2,300,1,5,ambulanceUser,47.97952272727272,15.641050555760105,0.024836902182307743,0.012401382628808515,5,NONE,,
closestfit,2,300,1,5,genericUser,59.25883636363636,8.926635156029821,0.0217496292309001,0.012196889348010716,5,NONE,,
closestfit,2,300,1,5,operaUser,42.462732484076426,15.012516012665582,0.03510887821978569,0.01049380522129186,5,NONE,,
closestfit,2,100,3,1,Aggregate,77.16988334612434,25.97540996183325,0.0795771784247344,0.019790123745952584,5,NONE,,
closestfit,2,100,3,1,ambulanceUser,71.79602222222222,27.178411153715444,0.09578049830011785,0.022528492495857765,5,NONE,,
closestfit,2,100,3,1,genericUser,81.56706181818181,24.179374084968618,0.07676974225857931,0.01882488502051335,5,NONE,,
closestfit,2,100,3,1,operaUser,48.08714556962025,17.349796079796487,0.09450775050307843,0.016439391348582043,5,NONE,,
closestfit,2,100,3,2,Aggregate,79.66193204633204,26.463764047341005,0.07864662352880804,0.019594807874406737,5,NONE,,
closestfit,2,100,3,2,ambulanceUser,73.835275,28.803749405142216,0.1022507635298382,0.019642652009340095,5,NONE,,
closestfit,2,100,3,2,genericUser,84.3887609090909,24.170360151414002,0.07657745077067721,0.018743285912505857,5,NONE,,
closestfit,2,100,3,2,operaUser,47.620348387096776,17.425308100871728,0.08723968439269657,0.019282672908556966,5,NONE,,
closestfit,2,100,3,3,Aggregate,81.45161337432744,24.559904749729593,0.08020013090532384,0.020322595146474172,5,NONE,,
closestfit,2,100,3,3,ambulanceUser,76.61217073170732,27.94185201888239,0.10077655943665675,0.021982887676769435,5,NONE,,
closestfit,2,100,3,3,genericUser,83.11883999999999,24.136036339993687,0.07736820703848217,0.01954335438753493,5,NONE,,
closestfit,2,100,3,3,operaUser,71.2295375,24.049060945300678,0.09439689767870618,0.015740998347886913,5,NONE,,
closestfit,2,100,3,4,Aggregate,78.25483771251933,23.8630590086057,0.08077426722093188,0.02144692107210213,5,NONE,,
closestfit,2,100,3,4,ambulanceUser,72.23152499999999,25.768045613071003,0.0976040397067568,0.022480596195770867,5,NONE,,
closestfit,2,100,3,4,genericUser,78.72676,23.54708667077949,0.07711237317273124,0.020165196640362586,5,NONE,,
closestfit,2,100,3,4,operaUser,76.44846103896104,25.41696687862125,0.10255928380267024,0.01376116449669386,5,NONE,,
closestfit,2,100,3,5,Aggregate,81.05972123552124,24.21934016423671,0.08009397411149762,0.022601142095669168,5,NONE,,
closestfit,2,100,3,5,ambulanceUser,71.26180487804878,26.25405526506287,0.09817293479657727,0.024472578220508898,5,NONE,,
closestfit,2,100,3,5,genericUser,81.86944090909091,24.088841029128474,0.0763034664431459,0.021256164767269662,5,NONE,,
closestfit,2,100,3,5,operaUser,77.88454545454546,23.9184225645222,0.10235579909265753,0.015114499816410625,5,NONE,,
closestfit,2,200,3,1,Aggregate,82.14249380804954,24.561023796696,0.05853016896381898,0.01629211466378963,5,NONE,,
closestfit,2,200,3,1,ambulanceUser,68.29256097560976,29.790056931842862,0.06547819045232108,0.015161754354787884,5,NONE,,
