approach,scenario,edge_servers,functions,round,user_type,latency_mean,latency_std,utilisation_mean,utilisation_std,mec_systems,prediction,iterations,ants
aco,2,100,3,3,Aggregate,115.02890656370657,15.602170601667416,0.07038275457621011,0.022012395136553967,5,NONE,100.0,10.0
aco,2,100,3,3,ambulanceUser,104.79190697674417,19.17556666923767,0.08428059871200583,0.021734734503261546,5,NONE,100.0,10.0
aco,2,100,3,3,genericUser,116.92205181818183,14.230236297185845,0.06749740471671908,0.021084302129674833,5,NONE,100.0,10.0
aco,2,100,3,3,operaUser,104.22450657894737,18.344122194841983,0.08733194896832143,0.019509567226081333,5,NONE,100.0,10.0
aco,2,100,3,4,Aggregate,115.39749307692306,15.301240222817889,0.07346535615176657,0.02406953734439713,5,NONE,100.0,10.0
aco,2,100,3,4,ambulanceUser,105.82602380952379,18.21517031981604,0.08787987156685625,0.026354921663972467,5,NONE,100.0,10.0
aco,2,100,3,4,genericUser,117.17552909090908,13.961121534284352,0.07024075493037568,0.022983193141872305,5,NONE,100.0,10.0
aco,2,100,3,4,operaUser,105.56307594936709,18.496520082948262,0.09208340486123626,0.020908383695541436,5,NONE,100.0,10.0
aco,2,100,3,5,Aggregate,115.18974114021573,15.676671257788346,0.07492191777641413,0.023260786313472274,5,NONE,100.0,10.0
aco,2,100,3,5,ambulanceUser,104.87637500000001,16.74605081601905,0.09282826240188005,0.02256295617396276,5,NONE,100.0,10.0
aco,2,100,3,5,genericUser,117.17142000000001,14.27195568095057,0.07177485545573857,0.022287478734885853,5,NONE,100.0,10.0
aco,2,100,3,5,operaUser,104.00422151898735,18.821114364425124,0.09229859352150571,0.020279871865122583,5,NONE,100.0,10.0
aco,2,200,3,1,Aggregate,117.52812779060817,13.568210179446718,0.05268604822923146,0.016889796375019393,5,NONE,100.0,10.0
aco,2,200,3,1,ambulanceUser,107.11574418604651,18.309987178603382,0.06377079176310341,0.017394213631795444,5,NONE,100.0,10.0
aco,2,200,3,1,genericUser,119.44899545454547,11.757436697940404,0.05024600689257822,0.01596603678405118,5,NONE,100.0,10.0
aco,2,200,3,1,operaUser,106.85362820512819,17.312573322529886,0.06683605783411652,0.014886350918357258,5,NONE,100.0,10.0
aco,2,200,3,2,Aggregate,117.3587681607419,13.682948641596795,0.05125939192188418,0.016865815605173414,5,NONE,100.0,10.0
aco,2,200,3,2,ambulanceUser,108.15364285714284,18.42787283467089,0.061628887215652316,0.014217546528523348,5,NONE,100.0,10.0
aco,2,200,3,2,genericUser,119.22779454545454,12.10601833016716,0.04904983610388049,0.016363667374078125,5,NONE,100.0,10.0
aco,2,200,3,2,operaUser,106.37644078947369,16.54961050250278,0.0643843432210013,0.013897481812782808,5,NONE,100.0,10.0
aco,2,200,3,3,Aggregate,117.25919102861563,14.073994549480432,0.05173255017422165,0.017326492888564398,5,NONE,100.0,10.0
aco,2,200,3,3,ambulanceUser,103.437375,20.378075368580912,0.061501373598338474,0.01656707701295219,5,NONE,100.0,10.0
aco,2,200,3,3,genericUser,119.34231,12.086092277408174,0.04952879905599502,0.016630352233236022,5,NONE,100.0,10.0
aco,2,200,3,3,operaUser,105.8960653594771,17.587213182740857,0.06502257169765054,0.015608659800445982,5,NONE,100.0,10.0
aco,2,200,3,4,Aggregate,117.26409669992327,14.007223688481309,0.05291822934018204,0.01736889222685903,5,NONE,100.0,10.0
aco,2,200,3,4,ambulanceUser,109.2142,18.31843866982118,0.06384434639470651,0.017379495263370966,5,NONE,100.0,10.0
aco,2,200,3,4,genericUser,119.19843181818182,12.05935549336175,0.05060057096819844,0.016517640160874092,5,NONE,100.0,10.0
aco,2,200,3,4,operaUser,106.08989873417723,18.563876968230282,0.06594195681947541,0.016272369710489076,5,NONE,100.0,10.0
aco,2,200,3,5,Aggregate,117.08012710566616,14.154535597278928,0.04774681375428068,0.01561484317948047,5,NONE,100.0,10.0
aco,2,200,3,5,ambulanceUser,107.37403921568628,19.93039532067619,0.05286115968086626,0.016787745284817284,5,NONE,100.0,10.0
aco,2,200,3,5,genericUser,119.10061545454545,12.348315647512706,0.045624953777786276,0.014836815449528152,5,NONE,100.0,10.0
aco,2,200,3,5,operaUser,105.93479354838709,17.183363190264284,0.06112239008904181,0.013521750979146116,5,NONE,100.0,10.0
aco,2,300,3,1,Aggregate,117.95777615384615,13.261692989753355,0.04134923700179409,0.014095501665156718,5,NONE,100.0,10.0
aco,2,300,3,1,ambulanceUser,109.02179545454543,15.66185765598251,0.05011035439149141,0.015012253234797827,5,NONE,100.0,10.0
aco,2,300,3,1,genericUser,120.0208409090909,11.187185858284748,0.039513373866687386,0.01343395040462845,5,NONE,100.0,10.0
aco,2,300,3,1,operaUser,105.93092948717948,17.88989545872273,0.05182334138301647,0.012917092219467687,5,NONE,100.0,10.0
aco,2,300,3,2,Aggregate,117.30289899768698,13.638479516253033,0.03880092698505062,0.013298108952431184,5,NONE,100.0,10.0
aco,2,300,3,2,ambulanceUser,107.0236923076923,18.620281415921113,0.0434594614015538,0.01386148812636983,5,NONE,100.0,10.0
aco,2,300,3,2,genericUser,120.2759090909091,11.014718261543187,0.03719786222315193,0.012662334415354892,5,NONE,100.0,10.0
aco,2,300,3,2,operaUser,99.14200000000001,13.497226212327908,0.04881161303470206,0.012910295983896142,5,NONE,100.0,10.0
aco,2,300,3,3,Aggregate,116.78381264456436,14.513981699476586,0.0412488693999186,0.013609529787864562,5,NONE,100.0,10.0
aco,2,300,3,3,ambulanceUser,108.64523255813955,17.090195175453825,0.04755997228067885,0.017278282178524094,5,NONE,100.0,10.0
aco,2,300,3,3,genericUser,119.66232363636365,12.129298993866353,0.03951979560922596,0.012971738449097298,5,NONE,100.0,10.0
aco,2,300,3,3,operaUser,98.49548051948052,15.25126040702492,0.05183720541218621,0.011522783754808521,5,NONE,100.0,10.0
aco,2,300,3,4,Aggregate,117.00992983808788,14.280471112499026,0.0412265571186787,0.013965402698613419,5,NONE,100.0,10.0
aco,2,300,3,4,ambulanceUser,109.79177272727271,17.026677093046278,0.04936444993284377,0.014676383274731026,5,NONE,100.0,10.0
aco,2,300,3,4,genericUser,119.78818090909093,11.785617208815152,0.03959146341774794,0.013249286709268716,5,NONE,100.0,10.0
aco,2,300,3,4,operaUser,99.11138562091503,16.09591320234498,0.05064182370168897,0.014317776483632817,5,NONE,100.0,10.0
aco,2,300,3,5,Aggregate,117.22274961360125,13.615209565364655,0.040400704624161086,0.01348330168500044,5,NONE,100.0,10.0
aco,2,300,3,5,ambulanceUser,109.7605909090909,15.72456438753042,0.04807540750939343,0.01502885604293775,5,NONE,100.0,10.0
aco,2,300,3,5,genericUser,119.91473454545454,11.352783356052813,0.03875123341009255,0.013006254389487899,5,NONE,100.0,10.0
aco,2,300,3,5,operaUser,99.67042666666669,14.372023155719791,0.05024558068099547,0.011387596074248947,5,NONE,100.0,10.0
aco,2,100,5,1,Aggregate,174.46885570987652,17.538917120084335,0.0987770213000242,0.025817696490545317,5,NONE,100.0,10.0
aco,2,100,5,1,ambulanceUser,169.92362790697678,18.363817300829645,0.1168768118807585,0.0251841618727067,5,NONE,100.0,10.0
aco,2,100,5,1,genericUser,176.49707727272727,15.901165497438138,0.09466230713749207,0.024034998706591818,5,NONE,100.0,10.0
aco,2,100,5,1,operaUser,161.16428758169934,22.03778134509282,0.1232730643314866,0.022530316882562684,5,NONE,100.0,10.0
aco,2,100,5,2,Aggregate,173.58408739365817,17.814908722133833,0.0895739180501405,0.024403094630116806,5,NONE,100.0,10.0
aco,2,100,5,2,ambulanceUser,165.13738095238097,19.96902221423971,0.10499018200491433,0.024006894243680268,5,NONE,100.0,10.0
aco,2,100,5,2,genericUser,175.63287,16.326710840473503,0.08593382869414085,0.022959821125854173,5,NONE,100.0,10.0
aco,2,100,5,2,operaUser,161.0085960264901,21.486362754137428,0.11180315782165799,0.02117499412493591,5,NONE,100.0,10.0
aco,2,100,5,3,Aggregate,173.90800846153846,17.38087661130616,0.09467242965763044,0.026038723420672892,5,NONE,100.0,10.0
aco,2,100,5,3,ambulanceUser,166.124,20.325048429216597,0.11888955405963972,0.02792707502909189,5,NONE,100.0,10.0
aco,2,100,5,3,genericUser,175.5930490909091,16.505340307196594,0.09067239868165315,0.02459967838749519,5,NONE,100.0,10.0
aco,2,100,5,3,operaUser,164.2576918238994,18.840689006841753,0.11610093263305578,0.021023808462722435,5,NONE,100.0,10.0
aco,2,100,5,4,Aggregate,173.3502658423493,17.688126117942247,0.09191834260796604,0.025402729153855882,5,NONE,100.0,10.0
aco,2,100,5,4,ambulanceUser,162.9017857142857,22.516938371721153,0.10907313652577863,0.02504097448682364,5,NONE,100.0,10.0
aco,2,100,5,4,genericUser,175.3422781818182,16.36663324980014,0.08805549925430604,0.023777057071809285,5,NONE,100.0,10.0
aco,2,100,5,4,operaUser,161.82146710526317,19.969307245863725,0.11513298961110972,0.022531003709171517,5,NONE,100.0,10.0
aco,2,100,5,5,Aggregate,173.7337505773672,17.869202435788992,0.09206899320988755,0.02458830096810386,5,NONE,100.0,10.0
aco,2,100,5,5,ambulanceUser,165.19657777777778,22.734003699393565,0.10709334349538761,0.025397811999782652,5,NONE,100.0,10.0
aco,2,100,5,5,genericUser,175.5961327272727,16.450945939946344,0.08855625313802945,0.023352256455665455,5,NONE,100.0,10.0
aco,2,100,5,5,operaUser,162.92564935064937,21.26868707181039,0.11276976149687726,0.020977690028493694,5,NONE,100.0,10.0
aco,2,200,5,1,Aggregate,177.93649577248271,15.100798998963514,0.06680653369878,0.01813654057878692,5,NONE,100.0,10.0
aco,2,200,5,1,ambulanceUser,169.80557142857143,17.9623348519432,0.07685316988648959,0.01636745782456618,5,NONE,100.0,10.0
aco,2,200,5,1,genericUser,179.63794,13.819566007745633,0.06393347311691888,0.01704951000441645,5,NONE,100.0,10.0
aco,2,200,5,1,operaUser,168.24456578947368,18.263730345361907,0.08435970124384232,0.015100707930815348,5,NONE,100.0,10.0
aco,2,200,5,2,Aggregate,176.7974319938176,16.715681035410533,0.06629105632818669,0.018283727194920513,5,NONE,100.0,10.0
aco,2,200,5,2,ambulanceUser,169.25966666666665,18.296105729411067,0.07924576236409345,0.018907961172586026,5,NONE,100.0,10.0
aco,2,200,5,2,genericUser,179.6755081818182,14.304172950217774,0.06343710730964396,0.017029771649473082,5,NONE,100.0,10.0
aco,2,200,5,2,operaUser,158.05205263157896,19.56188721166697,0.08336504492614,0.015976242961643978,5,NONE,100.0,10.0
aco,2,200,5,3,Aggregate,177.9637022428461,15.244621217508058,0.06680898688274835,0.017784418499763026,5,NONE,100.0,10.0
aco,2,200,5,3,ambulanceUser,167.83425641025642,18.29858612846754,0.08184805162218403,0.020311554053808866,5,NONE,100.0,10.0
aco,2,200,5,3,genericUser,179.81826363636367,13.774876604199216,0.06402098634652786,0.016620250627397613,5,NONE,100.0,10.0
aco,2,200,5,3,operaUser,167.28208441558442,18.72520336493537,0.08291468211005054,0.014477005448190484,5,NONE,100.0,10.0
aco,2,200,5,4,Aggregate,177.12711705426358,15.872910730133892,0.06635267532814786,0.018197097287849004,5,NONE,100.0,10.0
aco,2,200,5,4,ambulanceUser,162.83229999999998,20.387384962275075,0.07969023345333671,0.01716372421258006,5,NONE,100.0,10.0
aco,2,200,5,4,genericUser,179.17186090909092,14.285110521745665,0.06355865191534803,0.017128233699171398,5,NONE,100.0,10.0
aco,2,200,5,4,operaUser,165.94428,18.81641936357819,0.0832854981886296,0.01515279351077787,5,NONE,100.0,10.0
aco,2,200,5,5,Aggregate,178.04974420401854,15.643093203098076,0.06586856241576886,0.01764744915895932,5,NONE,100.0,10.0
aco,2,200,5,5,ambulanceUser,164.902,19.92215902581846,0.07822895662533517,0.018162854542361533,5,NONE,100.0,10.0
aco,2,200,5,5,genericUser,180.11056545454542,14.037220632154522,0.06304908584579666,0.016609665028172807,5,NONE,100.0,10.0
aco,2,200,5,5,operaUser,166.7566339869281,18.621388833865083,0.08282704649666545,0.013397704323357785,5,NONE,100.0,10.0
aco,2,300,5,1,Aggregate,178.86960386100387,14.759273202362081,0.05488215384681447,0.015466823091332913,5,NONE,100.0,10.0
aco,2,300,5,1,ambulanceUser,169.9238604651163,18.32183414033051,0.06676804310141524,0.01410512778957087,5,NONE,100.0,10.0
aco,2,300,5,1,genericUser,181.74229181818183,12.481847508957784,0.05243871584173612,0.014771736204343078,5,NONE,100.0,10.0
aco,2,300,5,1,operaUser,160.61111842105262,14.86570043788931,0.06920247337075099,0.010789516730364775,5,NONE,100.0,10.0
aco,2,300,5,2,Aggregate,178.8462126348228,15.07072353244188,0.05557131384360844,0.01456088788239774,5,NONE,100.0,10.0
aco,2,300,5,2,ambulanceUser,167.9469761904762,19.286741167265088,0.06324537404324947,0.01510648582119787,5,NONE,100.0,10.0
aco,2,300,5,2,genericUser,181.6375327272727,12.715523284131205,0.05349705099855961,0.013751980114804139,5,NONE,100.0,10.0
aco,2,300,5,2,operaUser,162.09823717948717,16.910355522525887,0.06813143308186995,0.012945786159397303,5,NONE,100.0,10.0
aco,2,300,5,3,Aggregate,178.31672713297462,15.146294100541613,0.05599898124610874,0.014924705233686027,5,NONE,100.0,10.0
aco,2,300,5,3,ambulanceUser,167.4752727272727,20.076348593659223,0.06673475165888533,0.01628503678801332,5,NONE,100.0,10.0
aco,2,300,5,3,genericUser,181.52166636363637,12.510424894739238,0.053701454806491994,0.013950360972848406,5,NONE,100.0,10.0
aco,2,300,5,3,operaUser,158.90010828025478,14.596319600475521,0.06908754930608486,0.013037028028120736,5,NONE,100.0,10.0
aco,2,300,5,4,Aggregate,179.37747235023042,14.553822428257632,0.05408792345793687,0.014735157905628075,5,NONE,100.0,10.0
aco,2,300,5,4,ambulanceUser,168.0998095238095,18.04908235926731,0.06480683356745426,0.01545796316328174,5,NONE,100.0,10.0
aco,2,300,5,4,genericUser,181.6093063636364,12.469738496125045,0.051785302324655724,0.013838470391921308,5,NONE,100.0,10.0
aco,2,300,5,4,operaUser,166.994,18.761624052351145,0.06710472984549636,0.01240122377198234,5,NONE,100.0,10.0
aco,2,300,5,5,Aggregate,178.84945868725868,14.771310882472866,0.053527194309237025,0.014796630973988477,5,NONE,100.0,10.0
aco,2,300,5,5,ambulanceUser,166.76951219512196,21.48122275979879,0.06578497868186278,0.014271116360294864,5,NONE,100.0,10.0
aco,2,300,5,5,genericUser,181.49279454545456,12.412325638409925,0.05134607027085243,0.013947490636360898,5,NONE,100.0,10.0
aco,2,300,5,5,operaUser,163.18457792207795,16.784913349613074,0.06584321562706437,0.013189944427719329,5,NONE,100.0,10.0
bestfit,2,100,1,1,Aggregate,57.307666923670006,11.192518845003777,0.039122006848563734,0.015431078717647428,5,NONE,,
bestfit,2,100,1,1,ambulanceUser,47.29528571428572,15.686789056144855,0.045460602195777314,0.015795926868342434,5,NONE,,
bestfit,2,100,1,1,genericUser,59.25353454545454,8.926229656139638,0.037599555607214806,0.01516474031030844,5,NONE,,
bestfit,2,100,1,1,operaUser,46.21131612903225,15.550074885089174,0.04820894466082732,0.013627478499812657,5,NONE,,
bestfit,2,100,1,2,Aggregate,57.30017230769231,11.207126280076668,0.02222007873454358,0.009802035331349273,5,NONE,,
bestfit,2,100,1,2,ambulanceUser,47.295238095238105,15.690118462158344,0.03028955896751485,0.01070940297031558,5,NONE,,
bestfit,2,100,1,2,genericUser,59.26012090909091,8.927820260874512,0.020662735521202034,0.009061048483755196,5,NONE,,
bestfit,2,100,1,2,operaUser,46.314499999999995,15.550581429214285,0.030917289904739194,0.008930227645354673,5,NONE,,
bestfit,2,100,1,3,Aggregate,57.30282316602317,11.19998347614511,0.030312016882885033,0.011184312587974502,5,NONE,,
bestfit,2,100,1,3,ambulanceUser,45.745421052631585,15.710884714764662,0.03816250525077267,0.011853137827846817,5,NONE,,
bestfit,2,100,1,3,genericUser,59.25639727272727,8.926017657826812,0.028960874203048208,0.010582499631744208,5,NONE,,
bestfit,2,100,1,3,operaUser,46.412694267515924,15.552086212871734,0.03787850344238043,0.011393805824867001,5,NONE,,
bestfit,2,100,1,4,Aggregate,57.279553667953664,11.223984742953899,0.02638257409745331,0.010357910749360584,5,NONE,,
bestfit,2,100,1,4,ambulanceUser,46.93212195121951,15.705951639736961,0.03077302214417808,0.009716384738602382,5,NONE,,
bestfit,2,100,1,4,genericUser,59.25749363636364,8.926985871843945,0.02544250422346688,0.010295234142546189,5,NONE,,
bestfit,2,100,1,4,operaUser,45.906246753246755,15.541260142845681,0.03192847339270886,0.008881252884644674,5,NONE,,
bestfit,2,100,1,5,Aggregate,57.28846862896979,11.214744445086065,0.03428493459224906,0.014131799714598707,5,NONE,,
bestfit,2,100,1,5,ambulanceUser,45.30005405405406,15.683914826177,0.047913637986876804,0.014688495144594261,5,NONE,,
bestfit,2,100,1,5,genericUser,59.25693181818182,8.926623060728085,0.03229872369976152,0.013199526718279364,5,NONE,,
bestfit,2,100,1,5,operaUser,46.10835064935065,15.547903978498434,0.04519772651520399,0.013726610034359012,5,NONE,,
bestfit,2,200,1,1,Aggregate,57.3018917246713,11.209836380203322,0.02657686321143614,0.01009355829825918,5,NONE,,
bestfit,2,200,1,1,ambulanceUser,45.751315789473686,15.711740576767294,0.028444521151601777,0.011151656717607955,5,NONE,,
bestfit,2,200,1,1,genericUser,59.26386727272727,8.928476786529178,0.026138648748277718,0.01018964998757232,5,NONE,,
bestfit,2,200,1,1,operaUser,46.20994838709677,15.549634000701122,0.02922889487432625,0.008636068858986486,5,NONE,,
bestfit,2,200,1,2,Aggregate,56.658739463601535,11.796946910301044,0.03511258243330922,0.013003845708154941,5,NONE,,
bestfit,2,200,1,2,ambulanceUser,48.88006382978722,15.519949550854042,0.040475298933534895,0.012292627673285806,5,NONE,,
bestfit,2,200,1,2,genericUser,59.26584727272728,8.92745628609149,0.03396689089486385,0.012930279048340668,5,NONE,,
bestfit,2,200,1,2,operaUser,40.82189873417722,14.46662610391394,0.04149367747621624,0.0114497615188815,5,NONE,,
bestfit,2,200,1,3,Aggregate,56.34960463320464,12.052414732610265,0.026277775220956954,0.009974942506255998,5,NONE,,
bestfit,2,200,1,3,ambulanceUser,47.310023809523805,15.696144383625375,0.027855455957447005,0.010066839752487308,5,NONE,,
bestfit,2,200,1,3,genericUser,59.260999090909095,8.928207222118619,0.025992397291528,0.010053403518171772,5,NONE,,
bestfit,2,200,1,3,operaUser,37.899464052287584,12.93291287406819,0.02789642313886069,0.009221470978399489,5,NONE,,
bestfit,2,200,1,4,Aggregate,57.31539552814186,11.194852010160455,0.019195912656792755,0.010414177668791692,5,NONE,,
bestfit,2,200,1,4,ambulanceUser,47.30040476190476,15.690439374313303,0.027641579769232545,0.011196595374075377,5,NONE,,
